key,val_x,val_y
a,0.8988058519582385,0.3877243552608876
a,0.8988058519582385,0.985754680303192
a,0.8988058519582385,0.5722235261023446
a,0.8988058519582385,0.6128313463795438
a,0.8988058519582385,0.4342076609409815
a,0.8988058519582385,0.2594963968751857
a,0.8988058519582385,0.0697516667683834
a,0.8988058519582385,0.5861673964506069
a,0.8988058519582385,0.4633314349865043
a,0.8988058519582385,0.5157061932319204
a,0.8988058519582385,0.07997459680727137
a,0.8988058519582385,0.5130002593773849
a,0.8988058519582385,0.5321998695178943
a,0.8988058519582385,0.6971584893146954
a,0.8988058519582385,0.3732059715972402
a,0.8988058519582385,0.9528945183633788
a,0.8988058519582385,0.7070193953075458
a,0.12390390063512048,0.3877243552608876
a,0.12390390063512048,0.985754680303192
a,0.12390390063512048,0.5722235261023446
a,0.12390390063512048,0.6128313463795438
a,0.12390390063512048,0.4342076609409815
a,0.12390390063512048,0.2594963968751857
a,0.12390390063512048,0.0697516667683834
a,0.12390390063512048,0.5861673964506069
a,0.12390390063512048,0.4633314349865043
a,0.12390390063512048,0.5157061932319204
a,0.12390390063512048,0.07997459680727137
a,0.12390390063512048,0.5130002593773849
a,0.12390390063512048,0.5321998695178943
a,0.12390390063512048,0.6971584893146954
a,0.12390390063512048,0.3732059715972402
a,0.12390390063512048,0.9528945183633788
a,0.12390390063512048,0.7070193953075458
a,0.22634489961062065,0.3877243552608876
a,0.22634489961062065,0.985754680303192
a,0.22634489961062065,0.5722235261023446
a,0.22634489961062065,0.6128313463795438
a,0.22634489961062065,0.4342076609409815
a,0.22634489961062065,0.2594963968751857
a,0.22634489961062065,0.0697516667683834
a,0.22634489961062065,0.5861673964506069
a,0.22634489961062065,0.4633314349865043
a,0.22634489961062065,0.5157061932319204
a,0.22634489961062065,0.07997459680727137
a,0.22634489961062065,0.5130002593773849
a,0.22634489961062065,0.5321998695178943
a,0.22634489961062065,0.6971584893146954
a,0.22634489961062065,0.3732059715972402
a,0.22634489961062065,0.9528945183633788
a,0.22634489961062065,0.7070193953075458
a,0.9745744082246454,0.3877243552608876
a,0.9745744082246454,0.985754680303192
a,0.9745744082246454,0.5722235261023446
a,0.9745744082246454,0.6128313463795438
a,0.9745744082246454,0.4342076609409815
a,0.9745744082246454,0.2594963968751857
a,0.9745744082246454,0.0697516667683834
a,0.9745744082246454,0.5861673964506069
a,0.9745744082246454,0.4633314349865043
a,0.9745744082246454,0.5157061932319204
a,0.9745744082246454,0.07997459680727137
a,0.9745744082246454,0.5130002593773849
a,0.9745744082246454,0.5321998695178943
a,0.9745744082246454,0.6971584893146954
a,0.9745744082246454,0.3732059715972402
a,0.9745744082246454,0.9528945183633788
a,0.9745744082246454,0.7070193953075458
a,0.6839276041783416,0.3877243552608876
a,0.6839276041783416,0.985754680303192
a,0.6839276041783416,0.5722235261023446
a,0.6839276041783416,0.6128313463795438
a,0.6839276041783416,0.4342076609409815
a,0.6839276041783416,0.2594963968751857
a,0.6839276041783416,0.0697516667683834
a,0.6839276041783416,0.5861673964506069
a,0.6839276041783416,0.4633314349865043
a,0.6839276041783416,0.5157061932319204
a,0.6839276041783416,0.07997459680727137
a,0.6839276041783416,0.5130002593773849
a,0.6839276041783416,0.5321998695178943
a,0.6839276041783416,0.6971584893146954
a,0.6839276041783416,0.3732059715972402
a,0.6839276041783416,0.9528945183633788
a,0.6839276041783416,0.7070193953075458
a,0.3665755287357024,0.3877243552608876
a,0.3665755287357024,0.985754680303192
a,0.3665755287357024,0.5722235261023446
a,0.3665755287357024,0.6128313463795438
a,0.3665755287357024,0.4342076609409815
a,0.3665755287357024,0.2594963968751857
a,0.3665755287357024,0.0697516667683834
a,0.3665755287357024,0.5861673964506069
a,0.3665755287357024,0.4633314349865043
