key,val_x,val_y
p,0.9158584597568296,0.3505309147563359
p,0.9158584597568296,0.7441835722677883
p,0.9158584597568296,0.08157430704174873
p,0.9158584597568296,0.5094271689075207
p,0.9158584597568296,0.2060111820770375
p,0.9158584597568296,0.8006809146661523
p,0.9158584597568296,0.9274608873217592
p,0.9158584597568296,0.4414925171025198
p,0.9158584597568296,0.10475488047611436
p,0.9158584597568296,0.14271559995987906
p,0.9158584597568296,0.3944786857440141
p,0.9158584597568296,0.6081505804554649
p,0.9158584597568296,0.1774889319179862
p,0.9158584597568296,0.6388180486278228
p,0.0266081097457126,0.3505309147563359
p,0.0266081097457126,0.7441835722677883
p,0.0266081097457126,0.08157430704174873
p,0.0266081097457126,0.5094271689075207
p,0.0266081097457126,0.2060111820770375
p,0.0266081097457126,0.8006809146661523
p,0.0266081097457126,0.9274608873217592
p,0.0266081097457126,0.4414925171025198
p,0.0266081097457126,0.10475488047611436
p,0.0266081097457126,0.14271559995987906
p,0.0266081097457126,0.3944786857440141
p,0.0266081097457126,0.6081505804554649
p,0.0266081097457126,0.1774889319179862
p,0.0266081097457126,0.6388180486278228
p,0.03333100702873548,0.3505309147563359
p,0.03333100702873548,0.7441835722677883
p,0.03333100702873548,0.08157430704174873
p,0.03333100702873548,0.5094271689075207
p,0.03333100702873548,0.2060111820770375
p,0.03333100702873548,0.8006809146661523
p,0.03333100702873548,0.9274608873217592
p,0.03333100702873548,0.4414925171025198
p,0.03333100702873548,0.10475488047611436
p,0.03333100702873548,0.14271559995987906
p,0.03333100702873548,0.3944786857440141
p,0.03333100702873548,0.6081505804554649
p,0.03333100702873548,0.1774889319179862
p,0.03333100702873548,0.6388180486278228
p,0.7656289991729147,0.3505309147563359
p,0.7656289991729147,0.7441835722677883
p,0.7656289991729147,0.08157430704174873
p,0.7656289991729147,0.5094271689075207
p,0.7656289991729147,0.2060111820770375
p,0.7656289991729147,0.8006809146661523
p,0.7656289991729147,0.9274608873217592
p,0.7656289991729147,0.4414925171025198
p,0.7656289991729147,0.10475488047611436
p,0.7656289991729147,0.14271559995987906
p,0.7656289991729147,0.3944786857440141
p,0.7656289991729147,0.6081505804554649
p,0.7656289991729147,0.1774889319179862
p,0.7656289991729147,0.6388180486278228
p,0.6553591974044979,0.3505309147563359
p,0.6553591974044979,0.7441835722677883
p,0.6553591974044979,0.08157430704174873
p,0.6553591974044979,0.5094271689075207
p,0.6553591974044979,0.2060111820770375
p,0.6553591974044979,0.8006809146661523
p,0.6553591974044979,0.9274608873217592
p,0.6553591974044979,0.4414925171025198
p,0.6553591974044979,0.10475488047611436
p,0.6553591974044979,0.14271559995987906
p,0.6553591974044979,0.3944786857440141
p,0.6553591974044979,0.6081505804554649
p,0.6553591974044979,0.1774889319179862
p,0.6553591974044979,0.6388180486278228
p,0.3422534681975472,0.3505309147563359
p,0.3422534681975472,0.7441835722677883
p,0.3422534681975472,0.08157430704174873
p,0.3422534681975472,0.5094271689075207
p,0.3422534681975472,0.2060111820770375
p,0.3422534681975472,0.8006809146661523
p,0.3422534681975472,0.9274608873217592
p,0.3422534681975472,0.4414925171025198
p,0.3422534681975472,0.10475488047611436
p,0.3422534681975472,0.14271559995987906
p,0.3422534681975472,0.3944786857440141
p,0.3422534681975472,0.6081505804554649
p,0.3422534681975472,0.1774889319179862
p,0.3422534681975472,0.6388180486278228
p,0.9092368659981459,0.3505309147563359
p,0.9092368659981459,0.7441835722677883
p,0.9092368659981459,0.08157430704174873
p,0.9092368659981459,0.5094271689075207
p,0.9092368659981459,0.2060111820770375
p,0.9092368659981459,0.8006809146661523
p,0.9092368659981459,0.9274608873217592
p,0.9092368659981459,0.4414925171025198
p,0.9092368659981459,0.10475488047611436
p,0.9092368659981459,0.14271559995987906
p,0.9092368659981459,0.3944786857440141
p,0.9092368659981459,0.6081505804554649
p,0.9092368659981459,0.1774889319179862
p,0.9092368659981459,0.6388180486278228
p,0.6578539060400422,0.3505309147563359
p,0.6578539060400422,0.7441835722677883
p,0.6578539060400422,0.08157430704174873
p,0.6578539060400422,0.5094271689075207
p,0.6578539060400422,0.2060111820770375
p,0.6578539060400422,0.8006809146661523
p,0.6578539060400422,0.9274608873217592
p,0.6578539060400422,0.4414925171025198
p,0.6578539060400422,0.10475488047611436
p,0.6578539060400422,0.14271559995987906
p,0.6578539060400422,0.3944786857440141
p,0.6578539060400422,0.6081505804554649
p,0.6578539060400422,0.1774889319179862
p,0.6578539060400422,0.6388180486278228
p,0.4023892005326567,0.3505309147563359
p,0.4023892005326567,0.7441835722677883
p,0.4023892005326567,0.08157430704174873
p,0.4023892005326567,0.5094271689075207
p,0.4023892005326567,0.2060111820770375
p,0.4023892005326567,0.8006809146661523
p,0.4023892005326567,0.9274608873217592
p,0.4023892005326567,0.4414925171025198
p,0.4023892005326567,0.10475488047611436
p,0.4023892005326567,0.14271559995987906
p,0.4023892005326567,0.3944786857440141
p,0.4023892005326567,0.6081505804554649
p,0.4023892005326567,0.1774889319179862
p,0.4023892005326567,0.6388180486278228
p,0.4857741631987832,0.3505309147563359
p,0.4857741631987832,0.7441835722677883
p,0.4857741631987832,0.08157430704174873
p,0.4857741631987832,0.5094271689075207
p,0.4857741631987832,0.2060111820770375
p,0.4857741631987832,0.8006809146661523
p,0.4857741631987832,0.9274608873217592
p,0.4857741631987832,0.4414925171025198
p,0.4857741631987832,0.10475488047611436
p,0.4857741631987832,0.14271559995987906
p,0.4857741631987832,0.3944786857440141
p,0.4857741631987832,0.6081505804554649
p,0.4857741631987832,0.1774889319179862
p,0.4857741631987832,0.6388180486278228
p,0.3483099192708217,0.3505309147563359
p,0.3483099192708217,0.7441835722677883
p,0.3483099192708217,0.08157430704174873
p,0.3483099192708217,0.5094271689075207
